id	created	modified	code	is_rep	name_en	name_kr	rep_code	one_liner
221	2018-10-22 07:11:28.963655+00	2018-10-24 13:33:15.681273+00	A17.82	f	Tuberculous neuritis	결핵성 신경염	A17	
222	2018-10-22 07:11:28.966222+00	2018-10-24 13:33:15.988543+00	A17.88	f	Other tuberculosis of nervous system	기타 신경계통의 결핵	A17	
223	2018-10-22 07:11:28.968917+00	2018-10-24 13:33:16.295752+00	A17.9	f	Tuberculosis of nervous system, unspecified(G99.8*	신경계통의 상세불명 결핵(G99.8*)	A17	
226	2018-10-22 07:11:28.976042+00	2018-10-24 13:33:17.55069+00	A18.00	f	Tuberculosis of spine(M49.0*)	척추의 결핵(M49.0*)	A18	
227	2018-10-22 07:11:28.978521+00	2018-10-24 13:33:18.150753+00	A18.01	f	Tuberculous arthritis of other joints(M01.1*)	기타 관절의 결핵성 관절염(M01.1*)	A18	
228	2018-10-22 07:11:28.980898+00	2018-10-24 13:33:18.757657+00	A18.02	f	Tuberculosis of other bones	기타 뼈의 결핵	A18	
229	2018-10-22 07:11:28.983666+00	2018-10-24 13:33:19.060612+00	A18.08	f	Tuberculosis of other joints	기타 관절의 결핵	A18	
230	2018-10-22 07:11:28.986085+00	2018-10-24 13:33:19.367801+00	A18.1	f	Tuberculosis of genitourinary system	비뇨생식계통의 결핵	A18	
232	2018-10-22 07:11:28.990886+00	2018-10-24 13:33:20.291356+00	A18.11	f	Tuberculosis of bladder(N33.0*)	방광의 결핵(N33.0*)	A18	
233	2018-10-22 07:11:28.993217+00	2018-10-24 13:33:20.596634+00	A18.12	f	Tuberculosis of other urinary organs	기타 비뇨기관의 결핵	A18	
234	2018-10-22 07:11:28.995704+00	2018-10-24 13:33:21.211026+00	A18.13	f	Tuberculosis of prostate(N51.0*)	전립선의 결핵(N51.0*)	A18	
235	2018-10-22 07:11:28.998085+00	2018-10-24 13:33:21.517341+00	A18.14	f	Tuberculosis of other male genital organs(N51.-*)	기타 남성생식기관의 결핵(N51.-*)	A18	
236	2018-10-22 07:11:29.000504+00	2018-10-24 13:33:21.825153+00	A18.15	f	Tuberculosis of cervix(N74.0*)	자궁경부의 결핵(N74.0*)	A18	
237	2018-10-22 07:11:29.002968+00	2018-10-24 13:33:22.132544+00	A18.16	f	Tuberculous female pelvic inflammatory disease(N74	결핵성 여성골반염증질환(N74.1*)	A18	
238	2018-10-22 07:11:29.005404+00	2018-10-24 13:33:22.43986+00	A18.17	f	Tuberculosis of other female genital organs	기타 여성생식기관의 결핵	A18	
239	2018-10-22 07:11:29.007922+00	2018-10-24 13:33:22.747053+00	A18.18	f	Tuberculosis of ureter(N29.1*)	요관의 결핵(N29.1*)	A18	
240	2018-10-22 07:11:29.010307+00	2018-10-24 13:33:23.054238+00	A18.19	f	Tuberculosis of genitourinary system, unspecified	비뇨생식계통의 상세불명 결핵	A18	
245	2018-10-22 07:11:29.022426+00	2018-10-24 13:33:25.20462+00	A18.32	f	Retroperitoneal tuberculosis(K93.0*)	후복막결핵(K93.0*)	A18	
246	2018-10-22 07:11:29.024812+00	2018-10-24 13:33:25.515453+00	A18.4	f	Tuberculosis of skin and subcutaneous tissue	피부 및 피하조직의 결핵	A18	
250	2018-10-22 07:11:29.034822+00	2018-10-24 13:33:27.35462+00	A18.8	f	Tuberculosis of other specified organs	기타 명시된 기관의 결핵	A18	
252	2018-10-22 07:11:29.039647+00	2018-10-24 13:33:28.275302+00	A18.81	f	Tuberculosis of other endocrine glands(E35.8*)	기타 내분비선의 결핵(E35.8*)	A18	
253	2018-10-22 07:11:29.042048+00	2018-10-24 13:33:28.583944+00	A18.82	f	Tuberculosis of digestive tract organs, not elsewh	달리 분류되지 않은 소화기관의 결핵	A18	
254	2018-10-22 07:11:29.044433+00	2018-10-24 13:33:29.197277+00	A18.83	f	Tuberculosis of heart	심장의 결핵	A18	
255	2018-10-22 07:11:29.046792+00	2018-10-24 13:33:29.812833+00	A18.84	f	Tuberculosis of spleen(D77*)	비장의 결핵(D77*)	A18	
256	2018-10-22 07:11:29.0491+00	2018-10-24 13:33:30.413405+00	A18.88	f	Tuberculosis of other sites	기타 부위의 결핵	A18	
12607	2018-10-22 07:13:16.307252+00	2018-10-24 15:25:04.622598+00	P27.9	f	Unspecified chronic respiratory disease originatin	출생전후기에 기원한 상세불명의 만성 호흡기질환	P27	
263	2018-10-22 07:11:29.068973+00	2018-10-22 07:11:29.06899+00	A20-A28	t	Certain zoonotic bacterial diseases	특정 동물매개의 세균성 질환	A20-A28	
287	2018-10-22 07:11:29.128938+00	2018-11-02 07:37:26.732271+00	A23	t	Brucellosis	브루셀라병	A23	
319	2018-10-22 07:11:29.225935+00	2018-10-22 07:11:29.225954+00	A30-A49	t	Other bacterial diseases	기타 세균성 질환	A30-A49	
261	2018-10-22 07:11:29.062814+00	2018-10-24 13:33:31.330549+00	A19.8	f	Other miliary tuberculosis	기타 좁쌀결핵	A19	
262	2018-10-22 07:11:29.065589+00	2018-10-24 13:33:31.647041+00	A19.9	f	Miliary tuberculosis, unspecifie	상세불명의 좁쌀결핵	A19	
265	2018-10-22 07:11:29.073773+00	2018-10-24 13:33:32.239465+00	A20.0	f	Bubonic plague	림프절형페스트	A20	
266	2018-10-22 07:11:29.076217+00	2018-10-24 13:33:32.578967+00	A20.1	f	Cellulocutaneous plague	연조직피부형페스트	A20	
267	2018-10-22 07:11:29.078648+00	2018-10-24 13:33:32.884806+00	A20.2	f	Pneumonic plague	폐렴형페스트	A20	
268	2018-10-22 07:11:29.081259+00	2018-10-24 13:33:33.19209+00	A20.3	f	Plague meningitis	페스트수막염	A20	
270	2018-10-22 07:11:29.086061+00	2018-10-24 13:33:33.785502+00	A20.8	f	Other forms of plague	기타 형태의 페스트	A20	
271	2018-10-22 07:11:29.088467+00	2018-10-24 13:33:34.113622+00	A20.9	f	Plague, unspecified	상세불명의 페스트	A20	
294	2018-10-22 07:11:29.157595+00	2018-11-09 05:32:38.244223+00	A24	t	Glanders and Melioidosis	마비저 및 유사비저	A24	
273	2018-10-22 07:11:29.09366+00	2018-10-24 13:33:34.728096+00	A21.0	f	Ulceroglandular tularaemia	궤양림프절야생토끼병	A21	
274	2018-10-22 07:11:29.096089+00	2018-10-24 13:33:35.247505+00	A21.1	f	Oculoglandular tularaemia	눈림프절야생토끼병	A21	
275	2018-10-22 07:11:29.098643+00	2018-10-24 13:33:35.652934+00	A21.2	f	Pulmonary tularaemia	폐야생토끼병	A21	
276	2018-10-22 07:11:29.101282+00	2018-10-24 13:33:35.956844+00	A21.3	f	Gastrointestinal tularaemia	위장야생토끼병	A21	
277	2018-10-22 07:11:29.103847+00	2018-10-24 13:33:36.267309+00	A21.7	f	Generalized tularaemia	전신야생토끼병	A21	
278	2018-10-22 07:11:29.106312+00	2018-10-24 13:33:36.5781+00	A21.8	f	Other forms of tularaemia	기타 형태의 야생토끼병	A21	
279	2018-10-22 07:11:29.108881+00	2018-10-24 13:33:37.185271+00	A21.9	f	Tularaemia, unspecified	상세불명의 야생토끼병	A21	
284	2018-10-22 07:11:29.12134+00	2018-11-09 07:00:49.2355+00	A22.7	f	Anthrax sepsis	탄저병패혈증	A22	
281	2018-10-22 07:11:29.113775+00	2018-10-24 13:33:38.107284+00	A22.0	f	Cutaneous anthrax	피부탄저병	A22	
282	2018-10-22 07:11:29.116386+00	2018-10-24 13:33:38.72176+00	A22.1	f	Pulmonary anthrax	폐탄저병	A22	
283	2018-10-22 07:11:29.118856+00	2018-10-24 13:33:39.013137+00	A22.2	f	Gastrointestinal anthrax	위장탄저병	A22	
306	2018-10-22 07:11:29.193739+00	2018-11-05 08:57:13.944322+00	A26.7	f	Erysipelothrix sepsis	에리시펠로트릭스 패혈증	A26	
285	2018-10-22 07:11:29.123977+00	2018-10-24 13:33:39.643143+00	A22.8	f	Other forms of anthrax	기타 형태의 탄저병	A22	
286	2018-10-22 07:11:29.126463+00	2018-10-24 13:33:39.950509+00	A22.9	f	Anthrax, unspecified	상세불명의 탄저병	A22	
269	2018-10-22 07:11:29.083617+00	2018-11-05 08:56:56.774507+00	A20.7	f	Septicaemic plague	패혈증형페스트	A20	
289	2018-10-22 07:11:29.133989+00	2018-10-24 13:33:40.773024+00	A23.1	f	Brucellosis due to Brucella abortus	브루셀라 아보르투스에 의한 브루셀라병	A23	
290	2018-10-22 07:11:29.136418+00	2018-10-24 13:33:41.179324+00	A23.2	f	Brucellosis due to Brucella suis	브루셀라 수이스에 의한 브루셀라병	A23	
291	2018-10-22 07:11:29.139002+00	2018-10-24 13:33:41.48647+00	A23.3	f	Brucellosis due to Brucella canis	브루셀라 카니스에 의한 브루셀라병	A23	
292	2018-10-22 07:11:29.147084+00	2018-10-24 13:33:41.793612+00	A23.8	f	Other brucellosis	기타 브루셀라병	A23	
293	2018-10-22 07:11:29.15169+00	2018-10-24 13:33:42.407662+00	A23.9	f	Brucellosis, unspecified	상세불명의 브루셀라병	A23	
295	2018-10-22 07:11:29.161045+00	2018-10-24 13:33:43.64997+00	A24.0	f	Glanders	마비저	A24	
296	2018-10-22 07:11:29.16563+00	2018-10-24 13:33:44.148473+00	A24.1	f	Acute and fulminating melioidosis	급성 및 전격성 유사비저	A24	
297	2018-10-22 07:11:29.168236+00	2018-10-24 13:33:44.463802+00	A24.2	f	Subacute and chronic melioidosis	아급성 및 만성 유사비저	A24	
298	2018-10-22 07:11:29.171009+00	2018-10-24 13:33:44.865229+00	A24.3	f	Other melioidosis	기타 유사비저	A24	
299	2018-10-22 07:11:29.173506+00	2018-10-24 13:33:45.415268+00	A24.4	f	Melioidosis, unspecified	상세불명의 유사비저	A24	
300	2018-10-22 07:11:29.176092+00	2018-10-24 13:33:45.738008+00	A25	t	Rat-bite fevers	쥐물음열	A25	
301	2018-10-22 07:11:29.17981+00	2018-10-24 13:33:46.094597+00	A25.0	f	Spirillosis	스피릴룸증	A25	
302	2018-10-22 07:11:29.182484+00	2018-10-24 13:33:46.401946+00	A25.1	f	Streptobacillosis	연쇄간균증	A25	
303	2018-10-22 07:11:29.185047+00	2018-10-24 13:33:46.686014+00	A25.9	f	Rat-bite fever, unspecified	상세불명의 쥐물음열	A25	
304	2018-10-22 07:11:29.187702+00	2018-10-24 13:33:47.016255+00	A26	t	Erysipeloid	유사단독	A26	
305	2018-10-22 07:11:29.191008+00	2018-10-24 13:33:47.322931+00	A26.0	f	Cutaneous erysipeloid	피부유사단독	A26	
272	2018-10-22 07:11:29.091193+00	2018-11-09 04:33:19.813005+00	A21	t	Tularaemia	야생토끼병	A21	
307	2018-10-22 07:11:29.196318+00	2018-10-24 13:33:47.93797+00	A26.8	f	Other forms of erysipeloid	기타 형태의 유사단독	A26	
308	2018-10-22 07:11:29.198811+00	2018-10-24 13:33:48.244528+00	A26.9	f	Erysipeloid, unspecified	상세불명의 유사단독	A26	
310	2018-10-22 07:11:29.204076+00	2018-10-24 13:33:48.859632+00	A27.0	f	Leptospirosis icterohaemorrhagica	황달출혈성 렙토스피라병	A27	
311	2018-10-22 07:11:29.206615+00	2018-10-24 13:33:49.166597+00	A27.8	f	Other forms of leptospirosis	기타 형태의 렙토스피라병	A27	
312	2018-10-22 07:11:29.208966+00	2018-10-24 13:33:49.47388+00	A27.9	f	Leptospirosis, unspecified	상세불명의 렙토스피라병	A27	
313	2018-10-22 07:11:29.211339+00	2018-10-24 13:33:49.780957+00	A28	t	Other zoonotic bacterial diseases, NEC	달리 분류되지 않은 기타 동물매개의 세균성 질환	A28	
314	2018-10-22 07:11:29.213684+00	2018-10-24 13:33:50.087453+00	A28.0	f	Pasteurellosis	파스퇴렐라증	A28	
315	2018-10-22 07:11:29.216085+00	2018-10-24 13:33:50.395477+00	A28.1	f	Cat-scratch disease	고양이할큄병	A28	
316	2018-10-22 07:11:29.218588+00	2018-10-24 13:33:50.702647+00	A28.2	f	Extraintestinal yersiniosis	장외예르시니아증	A28	
318	2018-10-22 07:11:29.223546+00	2018-10-24 13:33:51.011571+00	A28.9	f	Zoonotic bacterial disease, unspecified	상세불명의 동물매개의 세균성 질환	A28	
321	2018-10-22 07:11:29.230749+00	2018-10-24 13:33:51.624187+00	A30.0	f	Indeterminate leprosy	부정나병	A30	
322	2018-10-22 07:11:29.233158+00	2018-10-24 13:33:52.23871+00	A30.1	f	Tuberculoid leprosy	결핵모양나병	A30	
260	2018-10-22 07:11:29.060395+00	2018-10-24 13:33:31.040675+00	A19.2	f	Acute miliary tuberculosis, unspecified	상세불명의 급성 좁쌀결핵	A19	
12661	2018-10-22 07:13:16.452926+00	2018-10-24 15:25:20.903925+00	P39.9	f	Infections specific to the perinatal period, unspe	상세불명의 출생전후기에 특이한 감염	P39	
3486	2018-10-22 07:11:57.754482+00	2018-10-30 05:23:23.817319+00	F98.5	f	Stuttering[stammering]	말더듬[말더듬증]	F98	
337	2018-10-22 07:11:29.269698+00	2018-11-05 08:57:23.436666+00	A32.7	f	Listerial sepsis	리스테리아패혈증	A32	
365	2018-10-22 07:11:29.340636+00	2018-11-05 08:57:33.754058+00	A40	t	Streptococcal sepsis	연쇄구균패혈증	A40	
372	2018-10-22 07:11:29.358602+00	2018-11-05 08:57:54.51218+00	A41	t	Other sepsis	기타 패혈증	A41	
11329	2018-10-22 07:13:06.875634+00	2018-11-07 03:13:27.834216+00	N05	t	Unspecified nephritic syndrome	상세불명의 신염증후군	N05	
327	2018-10-22 07:11:29.245827+00	2018-10-24 13:33:52.853022+00	A30.8	f	Other forms of leprosy	기타 형태의 나병	A30	
328	2018-10-22 07:11:29.248118+00	2018-10-24 13:33:53.160313+00	A30.9	f	Leprosy, unspecified	상세불명의 나병	A30	
329	2018-10-22 07:11:29.250497+00	2018-10-24 13:33:53.467558+00	A31	t	Infection due to other mycobacteria	기타 형태의 마이코박테리아에 의한 감염	A31	
330	2018-10-22 07:11:29.252842+00	2018-10-24 13:33:53.773872+00	A31.0	f	Pulmonary mycobacterial infection	폐마이코박테리아감염	A31	
331	2018-10-22 07:11:29.255212+00	2018-10-24 13:33:54.081962+00	A31.1	f	Cutaneous mycobacterial infection	피부마이코박테리아감염	A31	
280	2018-10-22 07:11:29.111319+00	2019-02-12 06:46:56.383833+00	A22	t	Anthrax	탄저병	A22	
334	2018-10-22 07:11:29.262331+00	2019-02-12 06:47:33.139072+00	A32	t	Listeriosis	리스테리아증	A32	
350	2018-10-22 07:11:29.302685+00	2019-02-12 06:48:52.195625+00	A37	t	Whooping cough	백일해	A37	
333	2018-10-22 07:11:29.259934+00	2018-10-24 13:33:55.003566+00	A31.9	f	Mycobacterial infection, unspecified	상세불명의 마이코박테리아감염	A31	
335	2018-10-22 07:11:29.264914+00	2018-10-24 13:33:56.250409+00	A32.0	f	Cutaneous listeriosis	피부리스테리아증	A32	
338	2018-10-22 07:11:29.272202+00	2018-10-24 13:33:57.135682+00	A32.8	f	Other forms of listeriosis	기타 형태의 리스테리아증	A32	
339	2018-10-22 07:11:29.274627+00	2018-10-24 13:33:57.431175+00	A32.9	f	Listeriosis, unspecified	상세불명의 리스테리아증	A32	
2936	2018-10-22 07:11:53.008346+00	2018-11-09 09:18:42.357878+00	E78.0	f	Pure hypercholesterolaemia	순수 고콜레스테롤혈증	E78	
344	2018-10-22 07:11:29.286654+00	2018-10-24 13:33:59.611717+00	A36.0	f	Pharyngeal diphtheria	인두디프테리아	A36	
345	2018-10-22 07:11:29.29019+00	2018-10-24 13:33:59.918772+00	A36.1	f	Nasopharyngeal diphtheria	비인두디프테리아	A36	
346	2018-10-22 07:11:29.292705+00	2018-10-24 13:34:00.533361+00	A36.2	f	Laryngeal diphtheria	후두디프테리아	A36	
347	2018-10-22 07:11:29.295112+00	2018-10-24 13:34:00.840425+00	A36.3	f	Cutaneous diphtheria	피부디프테리아	A36	
348	2018-10-22 07:11:29.297703+00	2018-10-24 13:34:01.455008+00	A36.8	f	Other diphtheria	기타 디프테리아	A36	
349	2018-10-22 07:11:29.300216+00	2018-10-24 13:34:02.069728+00	A36.9	f	Diphtheria, unspecified	상세불명의 디프테리아	A36	
352	2018-10-22 07:11:29.307629+00	2018-10-24 13:34:03.298227+00	A37.1	f	Whooping cough due to Bordetella para- pertussis	보르데텔라 파라페르투시스에 의한 백일해	A37	
353	2018-10-22 07:11:29.310175+00	2018-10-24 13:34:03.605271+00	A37.8	f	Whooping cough due to other Bordetella species	기타 보르데텔라균에 의한 백일해	A37	
354	2018-10-22 07:11:29.312627+00	2018-10-24 13:34:03.914338+00	A37.9	f	Whooping cough, unspecified	상세불명의 백일해	A37	
360	2018-10-22 07:11:29.327985+00	2018-10-24 13:34:06.06291+00	A39.3	f	Chronic meningococcaemia	만성 수막구균혈증	A39	
361	2018-10-22 07:11:29.330509+00	2018-10-24 13:34:06.373434+00	A39.4	f	Meningococcaemia, unspecified	상세불명의 수막구균혈증	A39	
362	2018-10-22 07:11:29.332934+00	2018-10-24 13:34:06.662361+00	A39.5	f	Meningococcal heart disease	수막구균성 심장병	A39	
364	2018-10-22 07:11:29.338038+00	2018-10-24 13:34:07.598943+00	A39.9	f	Meningococcal infection, unspecified	상세불명의 수막구균감염	A39	
366	2018-10-22 07:11:29.343421+00	2018-10-24 13:34:08.850673+00	A40.0	f	Sepsis due to streptococcus, group A	연쇄구균A군에 의한 패혈증	A40	
367	2018-10-22 07:11:29.345959+00	2018-10-24 13:34:09.450651+00	A40.1	f	Sepsis due to streptococcus, group B	연쇄구균B군에 의한 패혈증	A40	
368	2018-10-22 07:11:29.348814+00	2018-10-24 13:34:10.056657+00	A40.2	f	Sepsis due to streptococcus, group D	연쇄구균D군에 의한 패혈증	A40	
369	2018-10-22 07:11:29.35121+00	2018-10-24 13:34:10.363699+00	A40.3	f	Sepsis due to Streptococcus pneumoniae	폐렴연쇄구균에 의한 패혈증	A40	
370	2018-10-22 07:11:29.35362+00	2018-10-24 13:34:10.647296+00	A40.8	f	Other streptococcal sepsis	기타 연쇄구균패혈증	A40	
371	2018-10-22 07:11:29.356122+00	2018-10-24 13:34:10.978158+00	A40.9	f	Streptococcal sepsis, unspecified	상세불명의 연쇄구균패혈증	A40	
373	2018-10-22 07:11:29.361037+00	2018-10-24 13:34:11.592543+00	A41.0	f	Sepsis due to Staphylococcus aureus	황색포도구균에 의한 패혈증	A41	
374	2018-10-22 07:11:29.363695+00	2018-10-24 13:34:11.899829+00	A41.1	f	Sepsis due to other specified staphylococcus	기타 명시된 포도구균에 의한 패혈증	A41	
375	2018-10-22 07:11:29.366319+00	2018-10-24 13:34:12.197148+00	A41.2	f	Sepsis due to unspecified staphylococcus	상세불명의 포도구균에 의한 패혈증	A41	
376	2018-10-22 07:11:29.368827+00	2018-10-24 13:34:12.51425+00	A41.3	f	Sepsis due to Haemophilus influenzae	인플루엔자균에 의한 패혈증	A41	
377	2018-10-22 07:11:29.371232+00	2018-10-24 13:34:12.821472+00	A41.4	f	Sepsis due to anaerobes	무산소균에 의한 패혈증	A41	
378	2018-10-22 07:11:29.37376+00	2018-10-24 13:34:13.435789+00	A41.5	f	Sepsis due to other Gram-negative organisms	기타 그람음성균에 의한 패혈증	A41	
379	2018-10-22 07:11:29.376211+00	2018-10-24 13:34:13.74298+00	A41.50	f	Sepsis due to Escherichia coli[E. coli]	대장균에 의한 패혈증	A41	
380	2018-10-22 07:11:29.3789+00	2018-10-24 13:34:14.05338+00	A41.51	f	Sepsis due to Pseudomonas	슈도모나스에 의한 패혈증	A41	
382	2018-10-22 07:11:29.384128+00	2018-10-24 13:34:14.664806+00	A41.53	f	Sepsis due to acinetobacter baumannii	아시네토박터에 의한 패혈증	A41	
5964	2018-10-22 07:12:42.886944+00	2018-10-24 14:40:20.375423+00	K05.11	f	Hyperplastic	증식성	K05	
326	2018-10-22 07:11:29.243313+00	2018-10-24 13:33:52.545859+00	A30.5	f	Lepromatous leprosy	나병종나병	A30	
358	2018-10-22 07:11:29.322869+00	2018-10-24 13:34:05.447952+00	A39.1	f	Waterhouse-Friderichsen syndrome(E35.1*)	워터하우스-프리데릭센증후군(E35.1*)	A39	
359	2018-10-22 07:11:29.325272+00	2018-10-24 13:34:05.755601+00	A39.2	f	Acute meningococcaemia	급성 수막구균혈증	A39	
363	2018-10-22 07:11:29.335411+00	2018-10-24 13:34:06.9847+00	A39.8	f	Other meningococcal infections	기타 수막구균감염	A39	
